Ref_Date,GEO,STAT,SUMMARY,Value
2010,Canada,Average expenditure per household,Frozen and dried vegetables,42
2011,Canada,Average expenditure per household,Frozen and dried vegetables,40
2012,Canada,Average expenditure per household,Frozen and dried vegetables,46
2013,Canada,Average expenditure per household,Frozen and dried vegetables,40
2014,Canada,Average expenditure per household,Frozen and dried vegetables,43
2015,Canada,Average expenditure per household,Frozen and dried vegetables,40
2016,Canada,Average expenditure per household,Frozen and dried vegetables,48
2010,Canada,Average expenditure per household,Potato products (frozen),16
2011,Canada,Average expenditure per household,Potato products (frozen),15
2012,Canada,Average expenditure per household,Potato products (frozen),16
2013,Canada,Average expenditure per household,Potato products (frozen),17
2014,Canada,Average expenditure per household,Potato products (frozen),17
2015,Canada,Average expenditure per household,Potato products (frozen),16
2016,Canada,Average expenditure per household,Potato products (frozen),15
2010,Canada,Average expenditure per household,Other frozen vegetables,22
2011,Canada,Average expenditure per household,Other frozen vegetables,21
2012,Canada,Average expenditure per household,Other frozen vegetables,22
2013,Canada,Average expenditure per household,Other frozen vegetables,18
2014,Canada,Average expenditure per household,Other frozen vegetables,19
2015,Canada,Average expenditure per household,Other frozen vegetables,17
2016,Canada,Average expenditure per household,Other frozen vegetables,23
2010,Canada,Average expenditure per household,Dried vegetables and legumes,4
2011,Canada,Average expenditure per household,Dried vegetables and legumes,5
2012,Canada,Average expenditure per household,Dried vegetables and legumes,7
2013,Canada,Average expenditure per household,Dried vegetables and legumes,5
2014,Canada,Average expenditure per household,Dried vegetables and legumes,6
2015,Canada,Average expenditure per household,Dried vegetables and legumes,7
2016,Canada,Average expenditure per household,Dried vegetables and legumes,10
2010,Canada,Average expenditure per household,Canned vegetables and other vegetable preparations,132
2011,Canada,Average expenditure per household,Canned vegetables and other vegetable preparations,121
2012,Canada,Average expenditure per household,Canned vegetables and other vegetable preparations,110
2013,Canada,Average expenditure per household,Canned vegetables and other vegetable preparations,115
2014,Canada,Average expenditure per household,Canned vegetables and other vegetable preparations,117
2015,Canada,Average expenditure per household,Canned vegetables and other vegetable preparations,133
2016,Canada,Average expenditure per household,Canned vegetables and other vegetable preparations,118
2010,Canada,Average expenditure per household,Canned or bottled vegetables,55
2011,Canada,Average expenditure per household,Canned or bottled vegetables,48
2012,Canada,Average expenditure per household,Canned or bottled vegetables,43
2013,Canada,Average expenditure per household,Canned or bottled vegetables,43
2014,Canada,Average expenditure per household,Canned or bottled vegetables,42
2015,Canada,Average expenditure per household,Canned or bottled vegetables,47
2016,Canada,Average expenditure per household,Canned or bottled vegetables,44
2010,Canada,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",17
2011,Canada,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",14
2012,Canada,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",13
2013,Canada,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",13
2014,Canada,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",14
2015,Canada,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",15
2016,Canada,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",13
2010,Canada,Average expenditure per household,Peas (canned or bottled),5
2011,Canada,Average expenditure per household,Peas (canned or bottled),4
2012,Canada,Average expenditure per household,Peas (canned or bottled),4
2013,Canada,Average expenditure per household,Peas (canned or bottled),4
2014,Canada,Average expenditure per household,Peas (canned or bottled),3
2015,Canada,Average expenditure per household,Peas (canned or bottled),4
2016,Canada,Average expenditure per household,Peas (canned or bottled),3
2010,Canada,Average expenditure per household,Beans (canned or bottled),8
2011,Canada,Average expenditure per household,Beans (canned or bottled),7
2012,Canada,Average expenditure per household,Beans (canned or bottled),6
2013,Canada,Average expenditure per household,Beans (canned or bottled),6
2014,Canada,Average expenditure per household,Beans (canned or bottled),6
2015,Canada,Average expenditure per household,Beans (canned or bottled),6
2016,Canada,Average expenditure per household,Beans (canned or bottled),6
2010,Canada,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",25
2011,Canada,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",23
2012,Canada,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",20
2013,Canada,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",19
2014,Canada,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",18
2015,Canada,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",22
2016,Canada,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",21
2010,Canada,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",55
2011,Canada,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",58
2012,Canada,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",52
2013,Canada,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",59
2014,Canada,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",64
2015,Canada,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",72
2016,Canada,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",69
2010,Canada,Average expenditure per household,Vegetable juice (canned or bottled),21
2011,Canada,Average expenditure per household,Vegetable juice (canned or bottled),15
2012,Canada,Average expenditure per household,Vegetable juice (canned or bottled),14
2013,Canada,Average expenditure per household,Vegetable juice (canned or bottled),13
2014,Canada,Average expenditure per household,Vegetable juice (canned or bottled),11
2015,Canada,Average expenditure per household,Vegetable juice (canned or bottled),14
2016,Canada,Average expenditure per household,Vegetable juice (canned or bottled),6
2010,Canada,Average expenditure per household,Tomato juice (canned or bottled),5
2011,Canada,Average expenditure per household,Tomato juice (canned or bottled),5
2012,Canada,Average expenditure per household,Tomato juice (canned or bottled),5
2013,Canada,Average expenditure per household,Tomato juice (canned or bottled),5
2014,Canada,Average expenditure per household,Tomato juice (canned or bottled),3
2015,Canada,Average expenditure per household,Tomato juice (canned or bottled),4
2016,Canada,Average expenditure per household,Tomato juice (canned or bottled),1
2010,Canada,Average expenditure per household,Other vegetable juice (canned or bottled),16
2011,Canada,Average expenditure per household,Other vegetable juice (canned or bottled),11
2012,Canada,Average expenditure per household,Other vegetable juice (canned or bottled),10
2013,Canada,Average expenditure per household,Other vegetable juice (canned or bottled),7
2014,Canada,Average expenditure per household,Other vegetable juice (canned or bottled),8
2015,Canada,Average expenditure per household,Other vegetable juice (canned or bottled),10
2016,Canada,Average expenditure per household,Other vegetable juice (canned or bottled),5
2010,Canada,Average expenditure per household,Dairy products and eggs,899
2011,Canada,Average expenditure per household,Dairy products and eggs,857
2012,Canada,Average expenditure per household,Dairy products and eggs,855
2013,Canada,Average expenditure per household,Dairy products and eggs,876
2014,Canada,Average expenditure per household,Dairy products and eggs,864
2015,Canada,Average expenditure per household,Dairy products and eggs,903
